スキューバ用空気ボンベ,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
スキューバ用ジャケット、レギュレーター、水深計,不燃ごみ,
スクーター,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
スクリーンカーテン,粗大ごみ,1メートル未満に切断して指定ごみ袋に入れ口を結ぶことができれば燃やすごみ。
スケートボード,不燃ごみ,
スコップ,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。50センチメートル未満の金属製は家庭金物。
すずり,不燃ごみ,
すだれ,粗大ごみ,50センチメートル未満に切断して指定ごみ袋に入れ口を結ぶことができれば燃やすごみ。
スタンプ台（金属製）,不燃ごみ,
スタンプ台（プラスチック製）,燃やすごみ,
スチール缶（飲料、食料品）,スチール缶,中身を空にして汚れを落とす。汚れているものは不燃ごみ。
スチールたわし,不燃ごみ,
スチールロッカー,粗大ごみ,1メートル以上は大型粗大ごみ。
スティック（ゲートボール）,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
ステッキ,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
ステレオセット（スピーカーの高さが50センチメートル未満のもの）,粗大ごみ,
ステレオセット（スピーカーの高さが50センチメートル以上のもの）,大型粗大ごみ,
ストーブ類（石油・ガス・電気）,粗大ごみ,50センチメートル未満の電気ストーブは小型家電。灯油は抜く。50センチメートル未満の石油ストーブ、ガスストーブは不燃ごみ。
ストッキング,燃やすごみ,
ストロー,燃やすごみ,
砂（土・石）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
スノーボード,大型粗大ごみ,1メートル未満は粗大ごみ。
すのこ,粗大ごみ,1メートル以上2メートル以内は大型粗大ごみ。
スピーカー（2個1セット）,不燃ごみ,50センチメートル以上は粗大ごみ。
スプーン,燃やすごみ,金属製は家庭金物。
スプリングマットレス,大型粗大ごみ,
スプレー缶,危険有害ごみ,中身を空にして安全な場所で安全な道具で穴を開ける。
スポンジ,燃やすごみ,
ズボンプレッサー,小型家電,50センチメートル以上は粗大ごみ。
炭,燃やすごみ,
スライドチャック式ビニール保存袋,燃やすごみ,
すりガラスのびん,あきびん,拠点回収にも出せる。
スリッパ,燃やすごみ,
スロープ（ゴム・プラスチック・鉄製）,不燃ごみ,50センチメートル以上は粗大ごみ。
品名,種別,留意点等
精米機（家庭用）,粗大ごみ,50センチメートル未満は小型家電。
生理用品,燃やすごみ,
セーター,布類,
石油タンク（屋外用）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
石油類,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
石鹸の箱,燃やすごみ,においがついているため。
石膏像,不燃ごみ,50センチメートル以上は粗大ごみ。
石膏ボード,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
接着剤のチューブ（金属製）,不燃ごみ,
接着剤のチューブ（プラスチック製）,燃やすごみ,
せともの（陶磁器）,不燃ごみ,
セロハンテープの刃,不燃ごみ,
線香の箱,燃やすごみ,においがついているため。
洗剤の箱,燃やすごみ,においがついているため。
洗濯かご,燃やすごみ,50センチメートル以上は粗大ごみ。
洗濯機,家電4品目,ページ下部「市では収集・処理できないもの」をご参照ください。
栓抜き（金属製）,家庭金物,
扇風機（サーキュレーター含む）,粗大ごみ,50センチメートル未満は小型家電。
洗面器（プラスチック製）,燃やすごみ,金属製は家庭金物。
洗面化粧台,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
品名,種別,留意点等
掃除機（キャニスター型、スティック型、ロボット型）,小型家電,キャニスター型の掃除機については、本体の長さが50センチメートル未満であれば、ノズル、ホース、筒等の部品の長さが50センチメートル以上であっても、すべてを45リットル以下の透明または半透明の袋に入れていただければ、小型家電として出すことができます。また、スティック型やロボット型については、一辺の長さが50センチメートル未満は小型家電として出すことができます。50センチメートル以上1メートル未満は粗大ごみ、1メートル以上は大型粗大ごみとなります。
ソーラーパネル,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
ソファー（1メートル以上）,大型粗大ごみ,1メートル未満は粗大ごみ。
ソファーベッド,大型粗大ごみ,電動式は収集不可。
ソリ（プラスチック製）,燃やすごみ,50センチメートル以上は粗大ごみ。
品名,種別,留意点等
タープ（アウトドア用）,粗大ごみ,
体温計（水銀式）,危険有害ごみ,拠点回収にも出せる。
体温計（電池式）,小型家電,電池は外す。なるべく小型家電専用回収ボックスへ。
台車,粗大ごみ,
体重計（電池式）,小型家電,電池は外す。50センチメートル以上は粗大ごみ。
体重計（電池を使用していないもの）,家庭金物,50センチメートル以上は粗大ごみ。
タイプライター,不燃ごみ,
タイヤ,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
タイヤチェーン（金属製）,家庭金物,
タイヤチェーン（ゴム製）,燃やすごみ,
太陽光モジュール,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
タイル,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
ダウンジャケット,燃やすごみ,
タオル,布類,
タオルケット,布類,
高枝ばさみ,粗大ごみ,1メートル以上は大型粗大ごみ。
卓上ガスコンロ,家庭金物,
卓上ガスコンロのボンベ,危険有害ごみ,中身を空にして安全な場所で安全な道具で穴を開ける。
竹製品（たけがき、竹馬等）,粗大ごみ,50センチメートル未満に切断して指定ごみ袋入れ口を結ぶことができれば燃やすごみ。
畳,粗大ごみ,1畳を4分割したものに限る。
卓球台,大型粗大ごみ,事業系廃棄物は収集不可。
棚,粗大ごみ,1メートル以上は大型粗大ごみ。
たばこの吸い殻,燃やすごみ,
たばこの箱,ミックスペーパー,
たばこの箱の中の銀紙,燃やすごみ,
卵のパック（紙製）,ミックスペーパー,
卵のパック（プラスチック製）,容器包装プラスチック,容器包装プラスチックのマークを確認する。
たらい（金属製）,家庭金物,50センチメートル以上は粗大ごみ。
たらい（プラスチック制）,燃やすごみ,50センチメートル以上は粗大ごみ。
たわし,燃やすごみ,
たわし（金属製）,不燃ごみ,
たんす（1辺の長さが1メートル未満のもの）,粗大ごみ,1メートル以上は大型粗大ごみ。
断熱材,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
ダンベル（鉄アレイ）（金属製）,家庭金物,15キログラム以上または、50センチメートル以上は粗大ごみ。
ダンベル（プラスチック製）,燃やすごみ,
ダンボール,ダンボール,粘着物は外してひもで束ねて出す。
反物（着物）,布類,
品名,種別,留意点等
チェーン（金属製）,家庭金物,
チェーン（プラスチック製）,燃やすごみ,
チェスト,粗大ごみ,1メートル以上は大型粗大ごみ。
地球儀,不燃ごみ,50センチメートル以上は粗大ごみ。
チャイルドシート,粗大ごみ,
着火ライター,危険有害ごみ,使い切って出す。
チャック付ビニール袋,燃やすごみ,
茶の缶（金属製のフタを含む）,スチール缶,中身を空にして汚れを落とす。汚れているものは不燃ごみ。
茶の筒（紙製）,ミックスペーパー,つぶして紙袋に入れて出す。
茶箱,粗大ごみ,
注射器・注射針,収集不可,医療機関へ戻す。
チューナー（TV・オーディオ）,小型家電,50センチメートル以上は粗大ごみ。
チューブ（金属製）,不燃ごみ,
チューブ（食品・歯磨き・化粧品類）,容器包装プラスチック,容器包装プラスチックのマークを確認する。中身を空にして汚れを落とす。汚れが落ちなければ燃やすごみ。
ちらし（新聞折り込み）,新聞,新聞と一緒に束ねて出す。
ちらし（新聞折り込み以外）,ミックスペーパー,
ちり紙,燃やすごみ,
ちりとり（金属製）,家庭金物,50センチメートル以上は粗大ごみ。
ちりとり（プラスチック製）,燃やすごみ,50センチメートル以上は粗大ごみ。
品名,種別,留意点等
杖,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
机,粗大ごみ,1メートル以上は大型粗大ごみ。
土,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
つっぱり棒,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
つめきり,家庭金物,
釣り具のおもり,不燃ごみ,
釣り具のリール（電動式）,小型家電,
釣り具のリール（非電動式）,不燃ごみ,
釣り竿,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
釣り針,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
品名,種別,留意点等
Tシャツ,布類,
低周波治療器,小型家電,50センチメートル以上は粗大ごみ。
ティッシュペーパー,燃やすごみ,
ティッシュペーパーの箱,ミックスペーパー,ビニール部分は外して容器包装プラスチック。
DVD,燃やすごみ,なるべく拠点回収へ。
DVDプレーヤー,小型家電,50センチメートル以上は粗大ごみ。なるべく小型家電専用回収ボックスへ。
テーブル,粗大ごみ,1メートル以上は大型粗大ごみ。
手押し車,粗大ごみ,
鉄アレイ（ダンベル）,家庭金物,15キログラム以上または、50センチメートル以上は粗大ごみ。
デッキブラシ,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
鉄板,粗大ごみ,厚さ4ミリメートル、長さ1メートル未満まで。それ以上のものは収集不可。
テニスラケット,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
手ぬぐい,布類,
手袋,燃やすごみ,
テレビ（ブラウン管式・液晶式・プラズマ式）,家電4品目,ページ下部「市では収集・処理できないもの」をご参照ください。
テレビ台,粗大ごみ,1メートル以上は大型粗大ごみ。
電気あんか,小型家電,
電気温水器（大型）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
電気スタンド,小型家電,50センチメートル以上は粗大ごみ。蛍光管、電球は外す。
電気ポット,小型家電,
電球（白熱球・LED電球）,不燃ごみ,
電球型蛍光灯,危険有害ごみ,なるべく拠点回収へ。
電子オルガン（エレクトーン）,大型粗大ごみ,
点字製品,ミックスペーパー,感熱性発泡紙は燃やすごみ。
電子タバコ,小型家電,
電子ドラム,小型家電,50センチメートル以上は粗大ごみ。
電子ピアノ,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
電子レンジ,小型家電,50センチメートル以上は粗大ごみ。
天体望遠鏡,粗大ごみ,
電卓,小型家電,なるべく小型家電専用回収ボックスへ。
電池（アルカリ・マンガン）,危険有害ごみ,拠点回収にも出せる。
電池（ニカド・ニッケル水素・リチウムイオン）,危険有害ごみ,拠点回収にも出せる。
電池（ボタン）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
テント（小型のみ）,粗大ごみ,
電動工具,小型家電,50センチメートル以上は粗大ごみ。
電動自転車,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
電動歯ブラシ,小型家電,なるべく小型家電専用回収ボックスへ。
電動ベッド,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
てんぷら油,燃やすごみ,拠点回収へ。燃やすごみへ出す場合は布や紙に染み込ませるか、固める。
電話機,小型家電,なるべく小型家電専用回収ボックスへ。
品名,種別,留意点等
砥石,不燃ごみ,
陶磁器（せともの）,不燃ごみ,50センチメートル以上は粗大ごみ。紙に包み指定ごみ袋に入れ「キケン」と表示する。
籐製品,燃やすごみ,50センチメートル以上は粗大ごみ。
灯油タンク（金属製）,不燃ごみ,中身を空にする。
時計（機械式）,不燃ごみ,50センチメートル以上は粗大ごみ。
時計（電池式）,小型家電,電池は外す。50センチメートル以上は粗大ごみ。
トースター,小型家電,
トタン（金属製、プラスチック製）,粗大ごみ,1メートル以上2メートル以内は大型粗大ごみ。
ドライバー（金属製）,家庭金物,
ドライヤー,小型家電,なるべく小型家電専用回収ボックスへ。
ドラム缶,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
鳥かご（金属製）,家庭金物,受け皿は燃やすごみ。50センチメートル以上は粗大ごみ。
鳥かご（木製・プラスチック製）,燃やすごみ,50センチメートル以上は粗大ごみ。
トレイ（金属製）,家庭金物,
トレイ（食品用）,容器包装プラスチック,容器包装プラスチックのマークを確認する。汚れを落とす。汚れが落ちなければ燃やすごみ。
トレーニングマシン（健康器具）,大型粗大ごみ,1メートル未満は粗大ごみ。
ドレッサー（鏡台）,粗大ごみ,1メートル以上は大型粗大ごみ。
トレリス（ラティス・ウッドフェンス）,粗大ごみ,1メートル以上2メートル以内は大型粗大ごみ。
品名,種別,留意点等
ナイフ,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
長椅子（ベンチ）,大型粗大ごみ,
流し台,大型粗大ごみ,ホーロー製、コンクリート製は収集不可。
ナタ,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
捺染紙,燃やすごみ,
鍋（金属・ホーロー製）,家庭金物,
鍋（土鍋）,不燃ごみ,
生ごみ,燃やすごみ,水を切る。なるべく家庭用生ごみ処理容器等で処理。
生ごみ処理機（電動）,小型家電,50センチメートル以上は粗大ごみ。
品名,種別,留意点等
2段ベッド,大型粗大ごみ,
人形（金属製）,不燃ごみ,50センチメートル以上は粗大ごみ。
人形（布製・プラスチック製・木製・紙製）,燃やすごみ,50センチメートル以上は粗大ごみ。
人形ケース,不燃ごみ,50センチメートル以上は粗大ごみ。
品名,種別,留意点等
ぬいぐるみ,燃やすごみ,50センチメートル以上は粗大ごみ。
縫い針,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
布の切れはし,燃やすごみ,
品名,種別,留意点等
ネクタイ,布類,
ねじ,不燃ごみ,
品名,種別,留意点等
ノート,雑誌,
のこぎり,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
海苔の缶（金属製のフタを含む）,スチール缶,中身を空にして汚れを落とす。汚れているものは不燃ごみ。
品名,種別,留意点等
パーキングブロック,粗大ごみ,コンクリート製は収集不可。
バーベキューコンロ,家庭金物,50センチメートル以上は粗大ごみ。
バーベル,粗大ごみ,1メートル以上は大型粗大ごみ。
ハーモニカ（金属製）,家庭金物,
バイク,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
灰皿（ガラス製）,不燃ごみ,
灰皿（金属製）,家庭金物,
パイプいす,家庭金物,50センチメートル以上は粗大ごみ。
パイプ製品（金属製）,家庭金物,50センチメートル以上は粗大ごみ。
パイプハンガー,家庭金物,50センチメートル以上は粗大ごみ。
バインダー,燃やすごみ,
バウンサー（赤ちゃんの揺りかご）,粗大ごみ,
はがき,ミックスペーパー,
剥製,不燃ごみ,50センチメートル以上は粗大ごみ。
白熱電球,不燃ごみ,
バケツ,燃やすごみ,金属製は家庭金物。
はさみ,不燃ごみ,紙に包み指定ごみ袋にいれ「キケン」と表示する。
はし（金属製）,家庭金物,
はしご,粗大ごみ,1メートル以上は大型粗大ごみ。
パソコン,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
パソコンスキャナー,小型家電,50センチメートル以上は粗大ごみ。
パソコンデスク,粗大ごみ,1メートル以上は大型粗大ごみ。
パソコンプリンター,小型家電,50センチメートル以上は粗大ごみ。
パソコンモデム、ドライブ,小型家電,
パソコンモニター（ノート、デスクトップ）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
パソコンラック,粗大ごみ,1メートル以上は大型粗大ごみ。
バターの容器（金属製）,家庭金物,中身を空にして汚れを落とす。汚れているものは不燃ごみ。
バッテリー（自動車用）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
バッテリーチャージャー,小型家電,
発電機,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
バット,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
発泡スチロールの容器・梱包材,容器包装プラスチック,
バドミントンのラケット,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
花火,燃やすごみ,水につけて発火しないようにする。
パネルヒーター（板状）,粗大ごみ,50センチメートル未満は小型家電。
歯ブラシ,燃やすごみ,
刃物,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
パラボラアンテナ（BS・CS等受信用）,粗大ごみ,50センチメートル未満は不燃ごみ。
針,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
針金,家庭金物,
ハンガー（金属製）,家庭金物,
ハンガー（木製・プラスチック製）,燃やすごみ,
ハンガーラック,粗大ごみ,
ハンカチ,布類,
半紙,燃やすごみ,
パンフレット,雑誌,
パン焼機（ホームベーカリー）,小型家電,50センチメートル以上は粗大ごみ。
品名,種別,留意点等
ピアノ（電子ピアノを含む）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
ビーズクッション,燃やすごみ,50センチメートル以上は粗大ごみ。
ビーチパラソル（ガーデンパラソル含む）,粗大ごみ,
ビールびん,あきびん,販売店に返却する。中身を空にして汚れを落とす。拠点回収にも出せる。
ひげそり（非電気式）,不燃ごみ,紙に包み指定ごみ袋にいれ「キケン」と表示する。
ビデオカメラ,小型家電,なるべく小型家電専用回収ボックスへ。
ビデオテープ,燃やすごみ,なるべく拠点回収へ。
ビデオデッキ,小型家電,50センチメートル以上は粗大ごみ。
ビニールシート,粗大ごみ,1メートル未満に切断し指定ごみ袋に入れて口を結べれば燃やすごみ。
火鉢,粗大ごみ,灰は抜く。
肥料,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
品名,種別,留意点等
ファクス機,小型家電,50センチメートル以上は粗大ごみ。なるべく小型家電専用回収ボックスへ。
ファンヒーター（灯油・電気・ガス）,粗大ごみ,灯油は抜いて出す。50センチメートル未満は小型家電。
フィルムカメラ,小型家電,使い捨てカメラは燃やすごみ。なるべく小型家電専用回収ボックスへ。
封筒,ミックスペーパー,紙以外の部分は外して燃やすごみ。
風鈴（ガラス製・鉄製）,不燃ごみ,
フェルト,燃やすごみ,
フェンス,粗大ごみ,1メートル以上は大型粗大ごみ。
フォーク,燃やすごみ,金属製は家庭金物。
ふすま,粗大ごみ,1メートル以上2メートル以内は大型粗大ごみ。
フタ（金属製）,家庭金物,ガラス製は不燃ごみ。
フタ（プラスチック製）,容器包装プラスチック,容器包装プラスチックのマークを確認する。汚れを落とす。汚れが落ちなければ燃やすごみ。
ブックエンド（金属製）,家庭金物,
仏壇,粗大ごみ,1メートル以上は大型粗大ごみ。
筆箱（金属製）,家庭金物,
ふとん（羽毛）,燃やすごみ,指定ごみ袋に入れて口を結ぶ。
ふとん（綿）,粗大ごみ,布を剥ぎ中の綿を分けて指定ごみ袋に入れて口を結ぶことができれば燃やすごみ。
布団カバー,布類,
布団乾燥機,小型家電,
布団干し器,粗大ごみ,
踏み台（金属製）,家庭金物,50センチメートル以上は粗大ごみ。
踏み台（プラスチック製）,燃やすごみ,50センチメートル以上は粗大ごみ。
フライ返し（金属製）,家庭金物,
フライ返し（プラスチック製）,燃やすごみ,
フライパン,家庭金物,
ブラインド,大型粗大ごみ,1メートル未満は粗大ごみ。
プラスチック製密閉容器,燃やすごみ,
プランター（園芸用）,燃やすごみ,50センチメートル以上は粗大ごみ。
プリンター（複合機含む）,小型家電,50センチメートル以上は粗大ごみ。
ブルーシート,粗大ごみ,1メートル未満に切断し指定ごみ袋に入れて口を結べれば燃やすごみ。
風呂釜（24時間風呂）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
風呂釜（ガス釜のみ）,粗大ごみ,
プロジェクションTV,大型粗大ごみ,
プロジェクター,粗大ごみ,50センチメートル未満は小型家電。
プロジェクタースクリーン,粗大ごみ,
風呂敷,燃やすごみ,
ブロック（コンクリート製）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
フロッピーディスク,燃やすごみ,なるべく拠点回収へ。
風呂のふた（プラスチック製）,燃やすごみ,50センチメートル以上は粗大ごみ。
文鎮（ぶんちん）,家庭金物,
文房具（金属製）,不燃ごみ,
文房具（木製・プラスチック製）,燃やすごみ,
噴霧器,粗大ごみ,50センチメートル未満は不燃ごみ。
品名,種別,留意点等
ヘアスプレー缶,危険有害ごみ,中身を空にして安全な場所で安全な道具で穴を開ける。
ヘアピン,不燃ごみ,
ベッド（電動ベッド・介護用ベッド）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
ベッド（枠・フレームのみ）,大型粗大ごみ,1メートル未満は粗大ごみ。
ペットケージ（金属製）,家庭金物,50センチメートル以上は粗大ごみ。
ペットケージ（プラスチック製・木製）,燃やすごみ,50センチメートル以上は粗大ごみ。
ペット小屋,粗大ごみ,
ペットのトイレ用砂,燃やすごみ,
ペットのフン,収集不可,トイレに流す。
ペットフードの缶（金属製のフタを含む）※アルミ製,アルミ缶,マークを確認する。中身を空にして汚れを落とす。汚れているものは不燃ごみ。
ペットフードの缶（金属製のフタを含む）※スチール製,スチール缶,マークを確認する。中身を空にして汚れを落とす。汚れているものは不燃ごみ。
ペットボトル,ペットボトル,ペットボトルマークを確認する。汚れを落とす。汚れが落ちなければ燃やすごみ。
ヘッドホン,小型家電,なるべく小型家電専用回収ボックスへ。
ベニヤ板,燃やすごみ,50センチメートル以上は粗大ごみ。1メートル以上2メートル以内は大型粗大ごみ。
ベビーカー（2人乗り用も含む）,粗大ごみ,
ベビーゲート,粗大ごみ,
ベビーたんす,粗大ごみ,
ベビーバス,粗大ごみ,
ベビーベッド,粗大ごみ,
ヘラ（金属製）,家庭金物,
ベルトのバックル,家庭金物,
ヘルメット,不燃ごみ,
ペンキ缶,不燃ごみ,中身は布や紙に染み込ませるか固めて燃やすごみ。
便器等陶器の型物,不燃ごみ,50センチメートル以上は粗大ごみ。
ペンキのスプレー缶,危険有害ごみ,中身を空にして安全な場所で安全な道具で穴を開ける。
ベンチ（縁台）,粗大ごみ,1メートル以上は大型粗大ごみ。
弁当箱,燃やすごみ,金属製は家庭金物。
品名,種別,留意点等
ボイラー（ガス炊きのみ）,粗大ごみ,
ほうき,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
帽子,燃やすごみ,
包装紙,ミックスペーパー,
包丁,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
包丁研ぎ器（非電気式）,燃やすごみ,
ボウリングの球,不燃ごみ,
ボウル（金属製）,家庭金物,
ホース,粗大ごみ,1メートル未満に切断し指定ごみ袋に入れて口を結べれば燃やすごみ。
ホースリール（金属製）,家庭金物,ホースは取り除く。
ホースリール（プラスチック製）,燃やすごみ,ホースは巻いたままで可。
ポータブルトイレ,粗大ごみ,
ボール（バレー・バスケット・サッカー・野球・テニス・ゴルフ等）,燃やすごみ,
ボールペン（金属製）,不燃ごみ,
ボールペン（プラスチック製）,燃やすごみ,
木刀,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
歩行器,粗大ごみ,
ポスター,ミックスペーパー,
保存袋（ビニール製）,燃やすごみ,
ボタン,燃やすごみ,
ボタン電池,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
ホチキス（ステープラー）,不燃ごみ,
ホチキス（ステープラー）の針,不燃ごみ,
ポット（湯沸かし機能有り）,小型家電,
ポット（湯沸かし機能無し）,不燃ごみ,
ホットカーペット,粗大ごみ,1メートル未満に切断して指定ごみ袋に入れ口を結ぶことができれば燃やすごみ。コントローラーは小型家電。
ホットプレート（本体）,小型家電,
ホットプレートのプレートのみ,家庭金物,
ボディーボード,粗大ごみ,
ボビン,不燃ごみ,プラスチック製は燃やすごみ。
ポリタンク,燃やすごみ,指定ごみ袋に入れ口を結んで出す。口を結べない場合は1個に対し40リットルの指定ごみ袋を1枚貼り付けて燃やすごみの日に出す。
ポリバケツ,粗大ごみ,
保冷剤（車載用）,不燃ごみ,
保冷剤,燃やすごみ,
本,雑誌,
本立て（金属製）,家庭金物,
本棚,粗大ごみ,1メートル以上は大型粗大ごみ。
本箱,粗大ごみ,1メートル以上は大型粗大ごみ。
ポンプ（電動）,小型家電,50センチメートル以上は粗大ごみ。
品名,種別,留意点等
麻雀卓,粗大ごみ,
麻雀卓（自動）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
麻雀牌,燃やすごみ,
麻雀用のマット,燃やすごみ,
マガジンラック（金属製）,家庭金物,
薪ストーブ,粗大ごみ,
枕,燃やすごみ,
マジックペン,燃やすごみ,
マッサージ器（いす型）,大型粗大ごみ,
マット（玄関・トイレ・風呂等）,燃やすごみ,
マットレス（ウレタン）,燃やすごみ,折目で3分割に切り、紐またはガムテープでひとまとめにして、40リットルの指定ごみ袋を1枚貼り付けて燃やすごみ。切れない場合は粗大ごみ。
マットレス（スプリング入り）,大型粗大ごみ,
松葉杖,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
窓付き封筒,ミックスペーパー,紙以外の部分（セロハンなど）は外して燃やすごみ。
まな板,燃やすごみ,50センチメートル以上は粗大ごみ。
マフラー,布類,
万年筆,不燃ごみ,
品名,種別,留意点等
ミシン（足踏み）,粗大ごみ,1メートル以上は大型粗大ごみ。
ミシン（卓上）,小型家電,50センチメートル以上は粗大ごみ。
水着,燃やすごみ,
ミニコンポ（スピーカーを除く）,小型家電,50センチメートル以上は粗大ごみ。
品名,種別,留意点等
虫かご（金属製）,家庭金物,50センチメートル以上は粗大ごみ。
虫かご（木製・プラスチック製）,燃やすごみ,50センチメートル以上は粗大ごみ。
蒸し器（金属製）,家庭金物,
蒸し器（木製・プラスチック製）,燃やすごみ,
虫ピン,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
品名,種別,留意点等
名刺入れ（金属製）,家庭金物,
メガネ,不燃ごみ,
メガネケース（金属製）,不燃ごみ,
メガネケース（プラスチック製）,燃やすごみ,
品名,種別,留意点等
毛布,粗大ごみ,1メートル未満に切断し指定ごみ袋に入れて口を結べれば燃やすごみ。
餅つき機,小型家電,50センチメートル以上は粗大ごみ。
モップ,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
物置,大型粗大ごみ,解体済のもので2メートルまでに限る。
ものさし（金属製）,家庭金物,
物干し竿（金属製）,家庭金物,50センチメートル以上は粗大ごみ。
物干し台（コンクリート製・プラスチック製）,粗大ごみ,2個1セット。
モルタル,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
門のジャバラ部分,粗大ごみ,畳んだ時に1辺が1メートル以上は大型粗大ごみ。
門扉,粗大ごみ,1メートル以上は大型粗大ごみ。
品名,種別,留意点等
やかん,家庭金物,
焼き網,家庭金物,50センチメートル以上は粗大ごみ。
やすり（金属製）,家庭金物,
柳ごおり,粗大ごみ,
品名,種別,留意点等
床掃除用ワイパー（柄のあるもの）,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
油性ペン,燃やすごみ,
湯たんぽ（金属製）,家庭金物,
湯沸し器,粗大ごみ,
品名,種別,留意点等
ヨーグルトのフタ,燃やすごみ,
ヨーグルトのカップ（紙製）,燃やすごみ,
浴槽（バスタブ）,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
よしず,粗大ごみ,50センチメートル未満に切断して指定ごみ袋に入れ口を結ぶことができれば燃やすごみ。
品名,種別,留意点等
ライター,危険有害ごみ,中身を使い切る。
ライティングデスク,大型粗大ごみ,
ラケット（卓球）,燃やすごみ,
ラケット（テニス・バドミントン）,指定品目,5本まで指定ごみ袋（大きさ不問）を巻いて不燃ごみの日に出す。
ラジオ・ラジカセ,小型家電,50センチメートル以上は粗大ごみ。なるべく小型家電専用回収ボックスへ。
ラップ（生鮮食品や弁当等の商品の包装）,容器包装プラスチック,容器包装プラスチックマークの表示がなくても容器包装プラスチックで出せる。
ラップ（家庭で保存等のために使用したもの）,燃やすごみ,
ラップケースの刃（紙製）,燃やすごみ,
ラップケースの刃（金属製）,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
ラティス（ウッドフェンス）,粗大ごみ,1メートル以上2メートル以内は大型粗大ごみ。
ランドセル,燃やすごみ,
ランニングマシーン,大型粗大ごみ,1メートル未満は粗大ごみ。
品名,種別,留意点等
リース（木製）,燃やすごみ,50センチメートル以上は粗大ごみ。
リヤカー,大型粗大ごみ,1メートル未満は粗大ごみ。
品名,種別,留意点等
