ルアー,不燃ごみ,紙に包み指定ごみ袋に入れ「キケン」と表示する。
ルーフキャリア（棒状・はしご型）,粗大ごみ,ボックス型は収集不可。
ルームランナー,粗大ごみ,1メートル以上は大型粗大ごみ。
品名,種別,留意点等
冷蔵庫,家電4品目,ページ下部「市では収集・処理できないもの」をご参照ください。
冷凍庫,家電4品目,ページ下部「市では収集・処理できないもの」をご参照ください。
冷風機,小型家電,冷媒を使用していないもの。50センチメートル以上は粗大ごみ。
レインコート,燃やすごみ,
レコード（EP・LP・SP）,燃やすごみ,なるべく拠点回収へ。
レシート（感熱紙）,燃やすごみ,普通紙ならミックスペーパー。
レジ袋,容器包装プラスチック,
レジャーシート,粗大ごみ,1メートル未満に切断し指定ごみ袋に入れて口を結べれば燃やすごみ。
レジャー用イス,不燃ごみ,50センチメートル以上は粗大ごみ。
レジャー用テーブル,粗大ごみ,1メートル以上は大型粗大ごみ。
レターケース（金属製）,家庭金物,
レトルトパック,容器包装プラスチック,容器包装プラスチックマークを確認する。汚れを落とす。汚れが落ちなければ燃やすごみ。
レンガ,収集不可,ページ下部「市では収集・処理できないもの」をご参照ください。
レンジ台,粗大ごみ,1メートル以上は大型粗大ごみ。
レンジフードファン,粗大ごみ,
品名,種別,留意点等
ロープ,燃やすごみ,1メートル未満に切断し指定ごみ袋に入れて口を結べれば燃やすごみ。
ローラーブレード・ローラーシューズ・ローラースケート,不燃ごみ,
ロッカー（金属製）,家庭金物,50センチメートル以上は粗大ごみ。
ロッキングチェア,大型粗大ごみ,
ロデオマシーン（乗馬型健康器具）,粗大ごみ,1メートル以上は大型粗大ごみ。
ロボットクリーナー,小型家電,
品名,種別,留意点等
ワープロ,小型家電,50センチメートル以上は粗大ごみ。
ワイシャツ,布類,
ワイヤー（金属製）,家庭金物,
ワインセラー,家電4品目,ページ下部「市では収集・処理できないもの」をご参照ください。
輪ゴム,燃やすごみ,
ワゴン（配膳・作業用）,粗大ごみ,50センチメートル未満の金属製は家庭金物。1メートル以上は大型粗大ごみ。
綿・綿入りのもの,燃やすごみ,
燃やすごみ,毎週火・金曜日,毎週月・木曜日
不燃ごみ・ペットボトル,毎週木曜日,毎週金曜日
容器包装プラスチック,毎週水曜日,毎週水曜日
あきびん,第2・第4水曜日,第1・第3水曜日
草・葉・植木ごみ,第1・第3・第5月曜日,第1・第3・第5火曜日
危険有害ごみ・小型家電,第2・第4月曜日,第2・第4火曜日
燃やすごみ,毎週火・金曜日,毎週月・木曜日
不燃ごみ・ペットボトル,毎週木曜日,毎週金曜日
容器包装プラスチック,毎週水曜日,毎週水曜日
あきびん,第2・第4水曜日,第1・第3水曜日
草・葉・植木ごみ,第1・第3・第5月曜日,第1・第3・第5火曜日
危険有害ごみ・小型家電,第2・第4月曜日,第2・第4火曜日
分別ごみ,中間処理,資源化内訳
燃やすごみ,焼却→焼却灰,路盤材など
不燃ごみ,破砕・選別,鉄類→建築用鋼材など
危険有害ごみ（カセットボンベ・スプレー缶）,選別・圧縮,アルミ→アルミ缶・アルミ製品など＊ボーキサイトからアルミを作る場合に比べ97％のエネルギー削減スチール→スチール缶等の鋼板・建築用鋼材など＊鉄鉱石から鉄を作る場合に比べ75％のエネルギー削減
危険有害ごみ（蛍光管）,委託,ガラス、アルミ、鉄、水銀、蛍光粉など
危険有害ごみ（乾電池）,委託,鉄、マンガン、亜鉛など
ペットボトル,選別・圧縮,繊維、シート、ボトル、成型品など
容器包装プラスチック,選別・圧縮,パレット、再生樹脂、土木建築資材、高炉還元剤など
びん類,委託,ガラスびん、ガラス短繊維、舗装用骨材など
草・葉・植木ごみ,粉砕,堆肥、チップ
草・葉・植木ごみ,委託,堆肥、燃料など
小型家電,委託,鉄、銅、金、銀、レアメタル（希少金属）など
新聞,集団資源回収,新聞紙、週刊誌、印刷用紙など
雑誌,集団資源回収,雑誌、段ボール箱など
段ボール,集団資源回収,段ボール箱、紙筒など
飲料用紙パック,集団資源回収,トイレットペーパー、ティッシュペーパーなど
ミックスペーパー,集団資源回収,お菓子の箱、絵本、トイレットペーパーなど
布類,集団資源回収,軍手、ウエス、フェルトなど
アルミ缶,集団資源回収,アルミ缶、自動車部品など
スチール缶,集団資源回収,スチール缶、建築用鋼材、自動車部品など
家庭金物,集団資源回収,建築用鋼材など
粗大ごみ,破砕・選別,鉄類→建築用鋼材など
廃食用油,委託,バイオディーゼル燃料、工業製品原料など
CD・カセットテープ,委託,プラスチック原料など
